iter	Passed	Remaining
376	20714	34231
377	20782	34197
378	20856	34173
379	20926	34143
380	20966	34063
381	21037	34034
382	21089	33974
383	21161	33946
384	21226	33907
385	21328	33926
386	21394	33888
387	21515	33937
388	21554	33855
389	21627	33827
390	21665	33744
391	21746	33728
392	21805	33678
393	21872	33641
394	21957	33631
395	22044	33623
396	22099	33566
397	22170	33533
398	22227	33480
399	22299	33449
400	22341	33372
401	22458	33407
402	22550	33405
403	22641	33401
404	22685	33327
405	22784	33334
406	22870	33322
407	22948	33298
408	23006	33244
409	23134	33291
410	23191	33235
411	23264	33202
412	23304	33122
413	23385	33100
414	23422	33017
415	23476	32957
416	23535	32905
417	23627	32898
418	23688	32846
419	23779	32838
420	23839	32786
421	23909	32747
422	23954	32675
423	24012	32620
424	24077	32575
425	24138	32524
426	24222	32505
427	24285	32456
428	24351	32412
429	24430	32385
430	24550	32410
431	24609	32356
432	24646	32274
433	24732	32254
434	24773	32176
435	24873	32175
436	24927	32115
437	25012	32093
438	25074	32042
439	25155	32015
440	25245	32000
441	25344	31996
442	25382	31914
443	25467	31891
444	25506	31810
445	25574	31767
446	25629	31707
447	25712	31681
448	25750	31600
449	25840	31582
450	25892	31519
451	25961	31475
452	26019	31418
453	26089	31376
454	26126	31293
455	26195	31250
456	26256	31197
457	26322	31150
458	26377	31090
459	26463	31065
460	26530	31019
461	26633	31015
462	26674	30937
463	26748	30898
464	26817	30854
465	26866	30786
466	26926	30732
467	27019	30714
468	27080	30660
469	27159	30627
470	27201	30551
471	27272	30507
472	27310	30428
473	27394	30400
474	27434	30322
475	27503	30277
476	27543	30200
477	27613	30154
478	27651	30076
479	27724	30034
480	27779	29974
481	27847	29927
482	27918	29884
483	28001	29852
484	28043	29778
485	28146	29768
486	28184	29689
487	28251	29641
488	28305	29578
489	28372	29530
490	28414	29456
491	28496	29423
492	28538	29348
493	28607	29301
494	28647	29226
495	28728	29192
496	28787	29134
497	28838	29070
498	28896	29011
499	28966	28966
500	29004	28889
501	29103	28871
502	29144	28797
503	29213	28749
504	29255	28676
505	29320	28625
506	29361	28550
507	29413	28486
508	29456	28414
509	29518	28360
510	29557	28285
511	29627	28239
512	29670	28166
513	29754	28133
514	29811	28074
515	29879	28026
516	29921	27953
517	30003	27918
518	30042	27842
519	30111	27795
520	30149	27718
521	30218	27671
522	30276	27613
523	30360	27579
524	30415	27519
525	30482	27468
526	30522	27394
527	30607	27361
528	30692	27327
529	30767	27284
530	30804	27208
531	30874	27160
532	30914	27086
533	30982	27037
534	31022	26963
535	31073	26899
536	31131	26841
537	31212	26803
538	31270	26745
539	31357	26711
540	31410	26649
541	31483	26604
542	31522	26529
543	31597	26485
544	31634	26410
545	31687	26348
546	31726	26274
547	31795	26225
548	31839	26155
549	31906	26105
550	31961	26044
551	32051	26012
552	32085	25935
553	32151	25883
554	32210	25826
555	32305	25798
556	32391	25761
557	32445	25700
558	32531	25664
559	32604	25618
560	32654	25553
561	32701	25486
562	32760	25428
563	32812	25365
564	32899	25329
565	32968	25280
566	33013	25211
567	33080	25160
568	33145	25106
569	33203	25047
570	33243	24976
571	33328	24938
572	33367	24865
573	33413	24798
574	33480	24746
575	33521	24675
576	33605	24636
577	33662	24577
578	33729	24525
579	33770	24454
580	33854	24415
581	33914	24358
582	33959	24290
583	34001	24220
584	34070	24169
585	34138	24118
586	34208	24068
587	34249	23997
588	34333	23957
589	34374	23887
590	34441	23834
591	34482	23765
592	34567	23725
593	34612	23657
594	34690	23612
595	34749	23555
596	34820	23504
597	34860	23434
598	34928	23382
599	34969	23312
600	35053	23271
601	35111	23213
602	35177	23159
603	35233	23099
604	35332	23068
605	35390	23009
606	35444	22948
607	35483	22877
608	35568	22836
609	35610	22767
610	35679	22716
611	35720	22646
612	35788	22593
613	35873	22552
614	35956	22509
615	36015	22450
616	36096	22406
617	36152	22346
618	36246	22310
619	36304	22250
620	36403	22217
621	36461	22157
622	36529	22105
623	36600	22054
624	36666	21999
625	36709	21931
626	36776	21878
627	36815	21808
628	36873	21749
629	36916	21680
630	36998	21636
631	37037	21566
632	37107	21513
633	37161	21452
634	37218	21393
635	37253	21321
636	37324	21269
637	37390	21215
638	37464	21165
639	37561	21128
640	37602	21059
641	37668	21005
642	37710	20937
643	37761	20874
644	37802	20806
645	37885	20760
646	37942	20701
647	38044	20666
648	38085	20597
649	38148	20541
650	38202	20480
651	38271	20427
652	38328	20367
653	38396	20313
654	38435	20244
655	38508	20193
656	38546	20123
657	38631	20079
658	38675	20012
659	38714	19944
660	38803	19900
661	38856	19839
662	38928	19787
663	38971	19720
664	39038	19665
665	39079	19598
666	39146	19544
667	39206	19485
668	39317	19452
669	39376	19394
670	39443	19339
671	39501	19280
672	39551	19217
673	39618	19162
674	39727	19128
675	39774	19063
676	39888	19030
677	39959	18977
678	40065	18941
679	40131	18885
680	40218	18839
681	40297	18789
682	40343	18724
683	40404	18666
684	40467	18609
685	40508	18541
686	40555	18477
687	40622	18421
688	40685	18364
689	40783	18323
690	40840	18263
691	40917	18211
692	41018	18171
693	41149	18143
694	41227	18092
695	41290	18035
696	41347	17974
697	41431	17925
698	41471	17858
699	41538	17802
700	41595	17742
701	41660	17684
702	41702	17618
703	41768	17561
704	41827	17502
705	41910	17453
706	41968	17393
707	42052	17343
708	42089	17274
709	42144	17214
710	42199	17152
711	42282	17103
712	42338	17042
713	42407	16986
714	42447	16919
715	42501	16857
716	42542	16791
717	42596	16730
718	42639	16664
719	42706	16608
720	42749	16542
721	42801	16480
722	42844	16414
723	42926	16364
724	42963	16296
725	43036	16242
726	43076	16175
727	43132	16115
728	43206	16061
729	43287	16010
730	43346	15951
731	43410	15893
732	43450	15827
733	43504	15765
734	43545	15700
735	43614	15644
736	43669	15583
737	43754	15533
738	43811	15473
739	43879	15417
740	43920	15351
741	43987	15294
742	44029	15229
743	44082	15168
744	44123	15102
745	44209	15052
746	44248	14986
747	44317	14930
748	44372	14869
749	44439	14813
750	44476	14746
751	44548	14691
752	44602	14630
753	44669	14573
754	44729	14514
755	44810	14462
756	44917	14418
757	44995	14365
758	45075	14312
759	45159	14260
760	45235	14206
761	45310	14152
762	45482	14127
763	45562	14074
764	45696	14037
765	45755	13977
766	45835	13923
767	45913	13869
768	46023	13824
769	46096	13769
770	46164	13711
771	46205	13646
772	46282	13591
773	46331	13528
774	46396	13470
775	46444	13406
776	46483	13340
777	46541	13280
778	46583	13215
779	46647	13156
780	46707	13097
781	46773	13039
782	46818	12975
783	46899	12921
784	46956	12860
785	47037	12806
786	47092	12745
787	47159	12687
788	47213	12626
789	47286	12569
790	47358	12513
791	47409	12450
792	47446	12385
793	47519	12328
794	47557	12263
795	47627	12206
796	47685	12145
797	47754	12088
798	47808	12026
799	47894	11973
800	47932	11908
801	47989	11847
802	48028	11782
803	48097	11725
804	48154	11664
805	48227	11608
806	48280	11546
807	48350	11489
808	48391	11424
809	48461	11367
810	48539	11311
811	48594	11251
812	48675	11195
813	48738	11136
814	48796	11076
815	48913	11029
816	48983	10971
817	49068	10917
818	49125	10856
819	49194	10798
820	49233	10734
821	49349	10686
822	49397	10623
823	49518	10576
824	49580	10517
825	49627	10454
826	49720	10401
827	49780	10340
828	49841	10280
829	49915	10223
830	49983	10165
831	50051	10106
832	50141	10052
833	50207	9993
834	50293	9938
835	50352	9877
836	50418	9818
837	50459	9754
838	50540	9698
839	50583	9634
840	50650	9576
841	50712	9516
842	50793	9459
843	50888	9405
844	50946	9345
845	51000	9283
846	51094	9229
847	51159	9170
848	51238	9113
849	51294	9051
850	51359	8992
851	51443	8936
852	51481	8872
853	51570	8816
854	51635	8756
855	51744	8704
856	51785	8641
857	51854	8581
858	51905	8520
859	52007	8466
860	52060	8404
861	52147	8348
862	52187	8284
863	52253	8225
864	52291	8161
865	52377	8104
866	52428	8042
867	52514	7986
868	52570	7924
869	52638	7865
870	52678	7801
871	52736	7741
872	52807	7682
873	52859	7620
874	52954	7564
875	53008	7503
876	53077	7444
877	53118	7380
878	53189	7321
879	53228	7258
880	53281	7196
881	53323	7133
882	53390	7074
883	53445	7013
884	53497	6951
885	53554	6890
886	53623	6831
887	53663	6768
888	53730	6708
889	53792	6648
890	53851	6587
891	53901	6526
892	53957	6465
893	54026	6405
894	54085	6345
895	54153	6285
896	54191	6222
897	54259	6163
898	54297	6100
899	54351	6039
900	54406	5978
901	54458	5916
902	54514	5855
903	54583	5796
904	54622	5733
905	54674	5672
906	54714	5610
907	54789	5551
908	54827	5488
909	54896	5429
910	54933	5366
911	55005	5307
912	55046	5245
913	55115	5185
914	55153	5123
915	55221	5063
916	55260	5001
917	55349	4944
918	55403	4883
919	55470	4823
920	55526	4762
921	55597	4703
922	55634	4641
923	55704	4581
924	55744	4519
925	55815	4460
926	55874	4400
927	55926	4339
928	55966	4277
929	56036	4217
930	56077	4156
931	56143	4096
932	56200	4035
933	56282	3977
934	56323	3915
935	56395	3856
936	56433	3794
937	56502	3734
938	56543	3673
939	56629	3614
940	56670	3553
941	56753	3494
942	56811	3433
943	56878	3374
944	56932	3313
945	57005	3254
946	57045	3192
947	57131	3133
948	57180	3072
949	57263	3013
950	57316	2953
951	57402	2894
952	57458	2833
953	57541	2774
954	57597	2714
955	57663	2653
956	57704	2592
957	57790	2533
958	57845	2473
959	57928	2413
960	57985	2353
961	58085	2294
962	58123	2233
963	58191	2173
964	58250	2112
965	58303	2052
966	58344	1991
967	58410	1930
968	58451	1869
969	58518	1809
970	58560	1748
971	58630	1688
972	58664	1627
973	58733	1567
974	58771	1506
975	58852	1447
976	58943	1387
977	59011	1327
978	59049	1266
979	59148	1207
980	59209	1146
981	59268	1086
982	59370	1026
983	59422	966
984	59472	905
985	59509	844
986	59562	784
987	59607	723
988	59684	663
989	59727	603
990	59810	543
991	59875	482
992	59961	422
993	60002	362
994	60055	301
995	60094	241
996	60163	181
997	60219	120
998	60306	60
999	60345	0
