iter	Passed	Remaining
327	16034	32850
328	16086	32807
329	16157	32804
330	16246	32836
331	16279	32755
332	16319	32687
333	16358	32619
334	16396	32548
335	16452	32514
336	16507	32476
337	16562	32439
338	16615	32398
339	16655	32330
340	16710	32294
341	16749	32224
342	16789	32158
343	16863	32157
344	16918	32119
345	16989	32113
346	17043	32073
347	17083	32006
348	17139	31970
349	17175	31897
350	17217	31835
351	17273	31798
352	17326	31757
353	17414	31779
354	17483	31765
355	17540	31730
356	17593	31687
357	17632	31620
358	17704	31612
359	17744	31545
360	17798	31505
361	17840	31442
362	17908	31426
363	17951	31365
364	18019	31349
365	18056	31277
366	18100	31220
367	18142	31157
368	18194	31113
369	18234	31048
370	18275	30985
371	18315	30919
372	18368	30877
373	18409	30813
374	18462	30770
375	18504	30710
376	18541	30640
377	18578	30571
378	18623	30515
379	18665	30454
380	18713	30403
381	18753	30338
382	18805	30295
383	18846	30232
384	18885	30167
385	18940	30128
386	18995	30088
387	19051	30050
388	19105	30008
389	19144	29944
390	19201	29907
391	19240	29841
392	19296	29803
393	19332	29735
394	19372	29672
395	19411	29607
396	19481	29590
397	19537	29552
398	19593	29512
399	19635	29452
400	19687	29409
401	19724	29342
402	19777	29297
403	19812	29228
404	19857	29173
405	19897	29111
406	19943	29057
407	19979	28989
408	20029	28942
409	20070	28881
410	20126	28843
411	20157	28768
412	20202	28713
413	20242	28652
414	20281	28589
415	20323	28531
416	20378	28491
417	20418	28429
418	20472	28388
419	20527	28346
420	20583	28308
421	20622	28246
422	20674	28201
423	20747	28184
424	20831	28183
425	20867	28117
426	20908	28057
427	20948	27996
428	20988	27935
429	21027	27874
430	21067	27813
431	21124	27774
432	21178	27732
433	21250	27713
434	21304	27671
435	21345	27611
436	21428	27607
437	21466	27543
438	21507	27484
439	21547	27423
440	21602	27382
441	21659	27343
442	21724	27315
443	21763	27253
444	21802	27191
445	21842	27131
446	21883	27072
447	21939	27032
448	21990	26986
449	22047	26946
450	22133	26942
451	22168	26876
452	22209	26817
453	22297	26816
454	22335	26754
455	22374	26692
456	22413	26631
457	22468	26589
458	22508	26529
459	22563	26487
460	22633	26463
461	22670	26400
462	22711	26341
463	22748	26278
464	22822	26258
465	22857	26193
466	22896	26132
467	22936	26073
468	23005	26046
469	23060	26003
470	23113	25959
471	23169	25918
472	23221	25872
473	23276	25829
474	23317	25771
475	23390	25749
476	23444	25705
477	23479	25641
478	23519	25581
479	23559	25522
480	23613	25479
481	23651	25418
482	23690	25358
483	23764	25335
484	23862	25338
485	23936	25315
486	23986	25267
487	24042	25224
488	24096	25180
489	24152	25137
490	24192	25079
491	24249	25037
492	24301	24991
493	24339	24930
494	24376	24869
495	24433	24827
496	24505	24801
497	24542	24739
498	24596	24695
499	24654	24654
500	24707	24609
501	24778	24580
502	24816	24520
503	24867	24472
504	24911	24418
505	24968	24376
506	25022	24331
507	25057	24268
508	25098	24210
509	25156	24170
510	25227	24141
511	25260	24076
512	25302	24020
513	25341	23961
514	25379	23901
515	25468	23889
516	25521	23843
517	25583	23805
518	25634	23757
519	25689	23713
520	25761	23684
521	25795	23621
522	25834	23562
523	25874	23504
524	25913	23445
525	25952	23386
526	26004	23340
527	26061	23297
528	26100	23239
529	26157	23196
530	26225	23163
531	26263	23103
532	26301	23044
533	26375	23016
534	26445	22984
535	26482	22924
536	26518	22864
537	26593	22836
538	26663	22805
539	26699	22744
540	26739	22686
541	26778	22628
542	26817	22569
543	26891	22541
544	26960	22508
545	26997	22448
546	27051	22403
547	27090	22344
548	27142	22297
549	27201	22255
550	27254	22209
551	27292	22150
552	27345	22103
553	27401	22060
554	27469	22024
555	27527	21982
556	27562	21920
557	27621	21879
558	27689	21844
559	27726	21785
560	27781	21740
561	27837	21695
562	27892	21649
563	27965	21618
564	28017	21570
565	28091	21539
566	28141	21490
567	28198	21446
568	28235	21387
569	28292	21343
570	28378	21320
571	28449	21287
572	28518	21252
573	28554	21192
574	28598	21138
575	28632	21076
576	28674	21021
577	28712	20963
578	28750	20905
579	28792	20849
580	28831	20792
581	28924	20773
582	28955	20711
583	29013	20667
584	29064	20618
585	29120	20573
586	29159	20515
587	29198	20458
588	29235	20400
589	29273	20342
590	29312	20285
591	29369	20240
592	29405	20182
593	29460	20136
594	29512	20088
595	29583	20053
596	29652	20016
597	29723	19981
598	29796	19947
599	29830	19886
600	29883	19839
601	29942	19795
602	29994	19747
603	30033	19690
604	30073	19634
605	30128	19588
606	30180	19540
607	30236	19494
608	30307	19458
609	30343	19400
610	30404	19357
611	30441	19299
612	30510	19262
613	30589	19230
614	30667	19198
615	30724	19152
616	30759	19093
617	30818	19049
618	30871	19001
619	30909	18944
620	30963	18897
621	31002	18840
622	31058	18794
623	31094	18736
624	31133	18680
625	31206	18644
626	31259	18596
627	31298	18539
628	31336	18483
629	31393	18437
630	31430	18380
631	31461	18319
632	31506	18266
633	31540	18207
634	31583	18154
635	31622	18098
636	31660	18041
637	31694	17983
638	31735	17928
639	31783	17878
640	31848	17837
641	31881	17778
642	31926	17725
643	31963	17669
644	32015	17620
645	32073	17575
646	32141	17536
647	32197	17490
648	32249	17441
649	32291	17387
650	32330	17332
651	32369	17276
652	32410	17222
653	32450	17168
654	32504	17120
655	32563	17075
656	32599	17019
657	32657	16973
658	32727	16934
659	32797	16895
660	32867	16856
661	32904	16800
662	32942	16744
663	32981	16689
664	33023	16635
665	33080	16589
666	33130	16540
667	33169	16485
668	33222	16437
669	33261	16382
670	33302	16328
671	33358	16282
672	33446	16251
673	33498	16202
674	33552	16154
675	33608	16108
676	33663	16061
677	33699	16004
678	33738	15950
679	33813	15912
680	33881	15870
681	33936	15823
682	33976	15769
683	34016	15715
684	34087	15675
685	34124	15619
686	34162	15564
687	34236	15525
688	34290	15478
689	34364	15438
690	34431	15397
691	34504	15357
692	34560	15310
693	34595	15254
694	34637	15200
695	34694	15153
696	34764	15112
697	34822	15066
698	34868	15015
699	34943	14975
700	34992	14925
701	35046	14877
702	35087	14823
703	35127	14769
704	35166	14715
705	35239	14674
706	35292	14626
707	35330	14571
708	35370	14517
709	35442	14476
710	35497	14428
711	35532	14372
712	35576	14320
713	35616	14266
714	35670	14218
715	35740	14176
716	35779	14122
717	35818	14067
718	35876	14021
719	35913	13966
720	35953	13912
721	35992	13858
722	36031	13804
723	36086	13756
724	36138	13707
725	36213	13667
726	36265	13618
727	36339	13577
728	36391	13528
729	36429	13474
730	36487	13427
731	36522	13371
732	36580	13324
733	36653	13283
734	36722	13240
735	36758	13184
736	36812	13136
737	36869	13089
738	36922	13040
739	36961	12986
740	37001	12933
741	37039	12878
742	37078	12825
743	37150	12782
744	37222	12740
745	37257	12685
746	37297	12632
747	37333	12577
748	37376	12525
749	37417	12472
750	37470	12423
751	37509	12370
752	37550	12317
753	37607	12269
754	37643	12215
755	37684	12162
756	37724	12109
757	37762	12056
758	37802	12003
759	37875	11960
760	37943	11916
761	37983	11863
762	38037	11814
763	38080	11762
764	38131	11713
765	38171	11660
766	38212	11608
767	38269	11560
768	38319	11510
769	38359	11458
770	38398	11405
771	38454	11357
772	38490	11303
773	38547	11255
774	38600	11206
775	38631	11151
776	38706	11108
777	38759	11059
778	38830	11016
779	38964	10989
780	39001	10936
781	39069	10891
782	39127	10843
783	39181	10794
784	39221	10742
785	39259	10689
786	39317	10641
787	39387	10596
788	39441	10547
789	39498	10499
790	39533	10445
791	39574	10393
792	39613	10340
793	39651	10287
794	39693	10235
795	39770	10192
796	39801	10137
797	39842	10085
798	39879	10032
799	39923	9980
800	39960	9927
801	40014	9878
802	40052	9826
803	40092	9773
804	40163	9729
805	40217	9680
806	40253	9626
807	40294	9574
808	40351	9526
809	40436	9485
810	40492	9436
811	40547	9387
812	40584	9334
813	40623	9282
814	40695	9237
815	40745	9187
816	40784	9135
817	40826	9083
818	40882	9035
819	40936	8985
820	40971	8932
821	41013	8881
822	41052	8828
823	41090	8776
824	41164	8731
825	41214	8681
826	41250	8629
827	41292	8577
828	41330	8525
829	41417	8483
830	41455	8430
831	41508	8381
832	41549	8329
833	41604	8280
834	41641	8228
835	41679	8176
836	41720	8124
837	41757	8072
838	41815	8024
839	41868	7974
840	41903	7922
841	41947	7871
842	41988	7819
843	42043	7771
844	42081	7719
845	42136	7670
846	42169	7617
847	42214	7566
848	42249	7514
849	42293	7463
850	42350	7415
851	42421	7368
852	42507	7325
853	42560	7276
854	42598	7224
855	42667	7177
856	42708	7126
857	42757	7076
858	42799	7025
859	42839	6973
860	42874	6921
861	42914	6870
862	42972	6821
863	43023	6772
864	43066	6721
865	43127	6673
866	43164	6621
867	43238	6575
868	43290	6526
869	43326	6474
870	43389	6426
871	43442	6376
872	43512	6330
873	43553	6278
874	43637	6233
875	43694	6185
876	43750	6136
877	43804	6086
878	43857	6037
879	43895	5985
880	43934	5934
881	43970	5882
882	44011	5831
883	44084	5784
884	44138	5735
885	44177	5684
886	44231	5634
887	44268	5583
888	44309	5532
889	44365	5483
890	44415	5433
891	44474	5384
892	44544	5337
893	44578	5285
894	44618	5234
895	44691	5187
896	44759	5139
897	44799	5088
898	44852	5039
899	44891	4987
900	44932	4937
901	44970	4885
902	45010	4835
903	45067	4785
904	45119	4736
905	45156	4685
906	45215	4636
907	45262	4586
908	45311	4536
909	45347	4484
910	45386	4433
911	45427	4383
912	45497	4335
913	45570	4287
914	45623	4238
915	45660	4187
916	45698	4136
917	45773	4088
918	45842	4040
919	45877	3989
920	45918	3938
921	45956	3887
922	45996	3837
923	46036	3786
924	46075	3735
925	46115	3685
926	46168	3635
927	46206	3585
928	46245	3534
929	46283	3483
930	46324	3433
931	46363	3382
932	46416	3333
933	46474	3284
934	46514	3233
935	46550	3182
936	46590	3132
937	46664	3084
938	46699	3033
939	46789	2986
940	46842	2936
941	46880	2886
942	46922	2836
943	46995	2787
944	47043	2738
945	47082	2687
946	47121	2637
947	47193	2588
948	47247	2539
949	47304	2489
950	47355	2439
951	47395	2389
952	47434	2339
953	47506	2290
954	47559	2241
955	47615	2191
956	47685	2142
957	47722	2092
958	47795	2043
959	47834	1993
960	47872	1942
961	47908	1892
962	47954	1842
963	48009	1792
964	48066	1743
965	48104	1693
966	48143	1642
967	48181	1592
968	48221	1542
969	48259	1492
970	48298	1442
971	48337	1392
972	48376	1342
973	48413	1292
974	48474	1242
975	48509	1192
976	48550	1142
977	48589	1093
978	48629	1043
979	48666	993
980	48704	943
981	48763	893
982	48831	844
983	48869	794
984	48927	745
985	48962	695
986	49004	645
987	49043	595
988	49094	546
989	49154	496
990	49222	447
991	49253	397
992	49299	347
993	49339	297
994	49409	248
995	49444	198
996	49485	148
997	49542	99
998	49597	49
999	49653	0
