iter	RMSE
179	63.08078972
180	62.91190928
181	62.81616858
182	62.80119546
183	62.75242756
184	62.72811909
185	62.70036994
186	62.65780155
187	62.54789034
188	62.4766693
189	62.4523706
190	62.35837693
191	62.33816025
192	62.26781161
193	62.24628133
194	62.23314047
195	62.21169019
196	62.10637579
197	61.9461932
198	61.83165144
199	61.77238998
200	61.72013905
201	61.65737893
202	61.6160309
203	61.51232516
204	61.35209026
205	61.22904345
206	61.19230097
207	61.15937839
208	61.09880221
209	61.03994924
210	60.88777425
211	60.8421219
212	60.80914028
213	60.76801849
214	60.52380941
215	60.49199867
216	60.39688619
217	60.31115136
218	60.22819391
219	60.18308187
220	60.15683388
221	60.07202591
222	59.95579858
223	59.84351736
224	59.75916608
225	59.72018471
226	59.68582238
227	59.65250113
228	59.6093825
229	59.55327888
230	59.43706149
231	59.40353116
232	59.30933018
233	59.2601818
234	59.2430684
235	59.11047935
236	59.08776927
237	58.9546982
238	58.91301031
239	58.87857443
240	58.7323877
241	58.64633094
242	58.583781
243	58.44335338
244	58.3669858
245	58.31876112
246	58.23259761
247	58.15210656
248	58.08730882
249	57.99141992
250	57.87825844
251	57.78104201
252	57.73631555
253	57.6298944
254	57.57371775
255	57.52671504
256	57.4958868
257	57.47989778
258	57.42104323
259	57.39162947
260	57.34700336
261	57.28988398
262	57.25289808
263	57.14351596
264	57.10398476
265	56.8798517
266	56.87077112
267	56.6954425
268	56.67413091
269	56.61485003
270	56.41130769
271	56.36893215
272	56.23963981
273	56.22085457
274	56.16255034
275	56.1448615
276	56.04562313
277	55.93551532
278	55.90007375
279	55.79275953
280	55.71605788
281	55.66678134
282	55.65646901
283	55.6387081
284	55.62684204
285	55.60798182
286	55.54487044
287	55.53118122
288	55.45994491
289	55.4148072
290	55.40842819
291	55.39886988
292	55.35064717
293	55.33184319
294	55.23575382
295	55.20099548
296	55.16842757
297	55.13493293
298	55.0597637
299	55.00244479
300	54.97285047
301	54.91240176
302	54.85740954
303	54.80651794
304	54.79079982
305	54.65883017
306	54.62882625
307	54.40623175
308	54.28106565
309	54.27297309
310	54.21972293
311	54.19219641
312	54.18640042
313	54.16190106
314	54.12540981
315	54.11823234
316	54.09169163
317	54.07018474
318	53.99863054
319	53.99065228
320	53.96318883
321	53.80430589
322	53.78145725
323	53.71926781
324	53.59877101
325	53.58274602
326	53.47861807
327	53.37763853
328	53.27529786
329	53.26024563
330	53.21378573
331	53.13398398
332	53.0483497
333	52.99704273
334	52.9767893
335	52.82643946
336	52.79069437
337	52.70856496
338	52.58025486
339	52.51085358
340	52.48782606
341	52.42276124
342	52.3992363
343	52.29263356
344	52.22412777
345	52.04099706
346	51.87506607
347	51.85196867
348	51.78987604
349	51.76777196
350	51.72485544
351	51.59595215
352	51.53848999
353	51.40693769
354	51.34936711
355	51.33979102
356	51.2828008
357	51.18175958
358	51.15904823
359	50.97960119
360	50.91629126
361	50.87657863
362	50.75681677
363	50.6439979
364	50.60264343
365	50.50232954
366	50.46353603
367	50.45768983
368	50.44670277
369	50.39791603
370	50.33535978
371	50.32265702
372	50.29371927
373	50.24026967
374	50.06858801
375	50.03751854
376	49.98082596
377	49.89543475
378	49.87120009
379	49.81922861
380	49.80477429
381	49.78726619
382	49.77938014
383	49.68124758
384	49.6579493
385	49.55480397
386	49.44036013
387	49.4237321
388	49.36273176
389	49.28136336
390	49.18611675
391	49.13347757
392	49.08606521
393	49.02817686
394	48.97306325
395	48.83675245
396	48.82556948
397	48.81317919
398	48.73219966
399	48.72886238
400	48.69817049
401	48.68661811
402	48.5391294
403	48.47941758
404	48.40092775
405	48.36277867
406	48.30905013
407	48.25974014
408	48.23650647
409	48.19499267
410	48.14238803
411	48.03592221
412	48.02273133
413	47.94215809
414	47.93536848
415	47.86212471
416	47.85114941
417	47.77605209
418	47.69492905
419	47.597308
420	47.57817981
421	47.47098247
422	47.43938938
423	47.39779087
424	47.38008695
425	47.25204487
426	47.23546
427	47.19960435
428	47.18329796
429	47.11559643
430	46.98257454
431	46.91245297
432	46.89195773
433	46.80309441
434	46.75552936
435	46.72592243
436	46.71166107
437	46.65285289
438	46.64855278
439	46.63342974
440	46.62828003
441	46.60455004
442	46.57791604
443	46.55758591
444	46.51043265
445	46.49691748
446	46.37850351
447	46.31040984
448	46.17019185
449	46.14078245
450	46.12923251
451	46.07637832
452	45.92231826
453	45.88520636
454	45.85192154
455	45.80396648
456	45.78986481
457	45.72370495
458	45.69754103
459	45.6827856
460	45.58755223
461	45.51580085
462	45.4170933
463	45.30370366
464	45.1321041
465	45.12303575
466	45.00030297
467	44.99739412
468	44.94674192
469	44.89812158
470	44.87628119
471	44.84000133
472	44.77842814
473	44.69718057
474	44.68777758
475	44.61375992
476	44.57544996
477	44.56876687
478	44.56071804
479	44.51168659
480	44.43245499
481	44.33978127
482	44.29217557
483	44.213522
484	44.18534195
485	44.13625878
486	44.00822261
487	43.97912721
488	43.9360017
489	43.92711209
490	43.8825008
491	43.81467722
492	43.7303414
493	43.65806963
494	43.64162594
495	43.63301094
496	43.54543123
497	43.46376936
498	43.44230474
499	43.32716282
500	43.30641926
501	43.16323578
502	43.1041954
503	43.00280178
504	42.9079028
505	42.84723108
506	42.84141951
507	42.75956622
508	42.71846188
509	42.69363953
510	42.68080807
511	42.65339664
512	42.61315233
513	42.54921237
514	42.53294052
515	42.50323737
516	42.46676817
517	42.43419448
518	42.40335501
519	42.39073335
520	42.33515417
521	42.33226951
522	42.25777722
523	42.22157077
524	42.2132923
525	42.20111789
526	42.14730629
527	42.09676443
528	42.08877288
529	42.05402725
530	42.03652608
531	42.02549018
532	41.87234339
533	41.86421358
534	41.85396901
535	41.84642224
536	41.82378282
537	41.82102167
538	41.76987387
539	41.75763031
540	41.74517653
541	41.72207377
542	41.69058607
543	41.67674676
544	41.67029846
545	41.66294483
546	41.6164653
547	41.51727516
548	41.47486362
549	41.45091915
550	41.43657735
551	41.42923132
552	41.42365263
553	41.40018294
554	41.32641969
555	41.27778995
556	41.20013334
557	41.14482647
558	41.07217624
559	40.97539545
560	40.86512017
561	40.84584864
562	40.80427624
563	40.76915264
564	40.70406102
565	40.68868288
566	40.68215268
567	40.67687929
568	40.66749664
569	40.57731721
570	40.49918357
571	40.43304248
572	40.37850174
573	40.28301996
574	40.21642494
575	40.20916523
576	40.17118498
577	40.13199095
578	40.09985286
579	40.01993767
580	39.99339989
581	39.97608629
582	39.9397612
583	39.86924358
584	39.73783123
585	39.69512723
586	39.67321505
587	39.64870194
588	39.55990262
589	39.53012126
590	39.39813498
591	39.3469383
592	39.33868271
593	39.27262795
594	39.22072922
595	39.20208366
596	39.19311978
597	39.1348237
598	39.08754238
599	39.07553942
600	39.06617425
601	39.0524625
602	38.98099063
603	38.94553541
604	38.85697211
605	38.80818641
606	38.70039827
607	38.62154246
608	38.60837715
609	38.58092229
610	38.5421018
611	38.47708773
612	38.43982327
613	38.33833532
614	38.32095877
615	38.25607415
616	38.22273344
617	38.21106569
618	38.16501906
619	38.09865309
620	38.03802526
621	37.97505361
622	37.92669365
623	37.92299384
624	37.88408186
625	37.77652105
626	37.70689831
627	37.63814678
628	37.63337051
629	37.61375513
630	37.55752262
631	37.50501793
632	37.47809642
633	37.45194039
634	37.42789588
635	37.38512244
636	37.32480671
637	37.29887063
638	37.29463424
639	37.23883098
640	37.16489192
641	37.15026783
642	37.10957217
643	37.10230696
644	37.04684821
645	37.04295269
646	36.98496294
647	36.92937022
648	36.87987528
649	36.76742465
650	36.69423558
651	36.64940144
652	36.64191188
653	36.6334382
654	36.6240677
655	36.58332389
656	36.51543908
657	36.51477047
658	36.50933266
659	36.38032959
660	36.36069856
661	36.24377269
662	36.17249209
663	36.1359353
664	36.12894014
665	36.07781376
666	36.04322937
667	36.00324229
668	35.99389118
669	35.98854805
670	35.96931588
671	35.92906174
672	35.89738065
673	35.89008729
674	35.830266
675	35.82327254
676	35.77939109
677	35.73272686
678	35.6722469
679	35.66185672
680	35.59189601
681	35.58657912
682	35.56115797
683	35.55739218
684	35.49281221
685	35.4772342
686	35.40688493
687	35.40074232
688	35.37479519
689	35.27739551
690	35.18866112
691	35.18273685
692	35.13802826
693	35.12202486
694	35.1151638
695	35.10955321
696	35.0227662
697	34.96019013
698	34.95098008
699	34.89733647
700	34.84408437
701	34.80648419
702	34.77758258
703	34.74258153
704	34.72490573
705	34.6732457
706	34.64716839
707	34.62096949
708	34.61475959
709	34.60621239
710	34.60307624
711	34.58963564
712	34.58135774
713	34.56805371
714	34.54461099
715	34.51132438
716	34.50529824
717	34.49728495
718	34.48550198
719	34.43380176
720	34.42897616
721	34.41984697
722	34.38171824
723	34.37323807
724	34.37054647
725	34.30960778
726	34.30629088
727	34.27928103
728	34.24379883
729	34.23465985
730	34.21674203
731	34.16543124
732	34.11660053
733	34.10427368
734	34.096455
735	34.03775651
736	33.92814559
737	33.92136054
738	33.88460066
739	33.84887901
740	33.82829558
741	33.79027713
742	33.74873595
743	33.68885745
744	33.6639128
745	33.65670445
746	33.59341913
747	33.57583719
748	33.50183142
749	33.4488036
750	33.38969413
751	33.38320572
752	33.32302332
753	33.31734
754	33.27084578
755	33.25539983
756	33.18606918
757	33.1197333
758	33.08797839
759	33.02966729
760	32.96096577
761	32.89581676
762	32.86946992
763	32.85462302
764	32.80259759
765	32.78822783
766	32.74392183
767	32.68657494
768	32.67156483
769	32.66564846
770	32.65958605
771	32.6516661
772	32.59491474
773	32.54506633
774	32.4907621
775	32.41750509
776	32.37634082
777	32.34663516
778	32.33275086
779	32.28245324
780	32.26546432
781	32.21140581
782	32.20782991
783	32.17185312
784	32.12501965
785	32.06060502
786	32.0442036
787	32.00057808
788	31.99838868
789	31.99126199
790	31.96873579
791	31.87927903
792	31.84747048
793	31.78914721
794	31.78477363
795	31.7719548
796	31.76579841
797	31.73814766
798	31.69497864
799	31.66364886
800	31.65840907
801	31.56521731
802	31.54285472
803	31.45796578
804	31.40476649
805	31.39322377
806	31.38352184
807	31.30068471
808	31.29324293
809	31.24167112
810	31.1964525
811	31.18434887
812	31.07052219
813	31.01428694
814	30.99510427
815	30.98235357
816	30.97556905
817	30.94664564
818	30.89793692
819	30.86242723
820	30.79057607
821	30.71821395
822	30.70050764
823	30.67897257
824	30.5883084
825	30.55700176
826	30.54614527
827	30.52271667
828	30.4818797
829	30.43687185
830	30.3967562
831	30.35416329
832	30.32777194
833	30.30893801
834	30.25209258
835	30.24779722
836	30.20844355
837	30.17602024
838	30.14112091
839	30.11228065
840	30.0436093
841	29.98905328
842	29.93215831
843	29.86618311
844	29.85372217
845	29.84494971
846	29.83498566
847	29.8195287
848	29.802557
849	29.76881556
850	29.72236825
851	29.69422957
852	29.66478669
853	29.64764888
854	29.54411025
855	29.50649787
856	29.49778986
857	29.4717412
858	29.44116377
859	29.43786674
860	29.43587336
861	29.41034194
862	29.36299376
863	29.35898411
864	29.35341919
865	29.30809609
866	29.29588436
867	29.21539518
868	29.21151116
869	29.18730325
870	29.1680099
871	29.14269642
872	29.09050565
873	29.08764145
874	29.08271296
875	28.9933565
876	28.94150563
877	28.91851687
878	28.89558551
879	28.85578664
880	28.8547504
881	28.83998511
882	28.79240671
883	28.74874684
884	28.73906216
885	28.72640686
886	28.68613737
887	28.66987125
888	28.64160303
889	28.60247525
890	28.59948395
891	28.57228316
892	28.57000353
893	28.56678954
894	28.56385207
895	28.54096642
896	28.4721644
897	28.45254444
898	28.44145939
899	28.43670699
900	28.41559411
901	28.38379467
902	28.32344726
903	28.26449395
904	28.25563104
905	28.1812868
906	28.17393377
907	28.17091788
908	28.1128176
909	28.0144363
910	27.96934772
911	27.95244398
912	27.90321647
913	27.84003475
914	27.78756165
915	27.74495955
916	27.74073925
917	27.7015335
918	27.64846885
919	27.62524265
920	27.61369138
921	27.53176039
922	27.51694739
923	27.47930266
924	27.4499865
925	27.44543791
926	27.43971873
927	27.43060863
928	27.33294703
929	27.32105184
930	27.29403051
931	27.25015494
932	27.22713777
933	27.21511168
934	27.20772073
935	27.18877265
936	27.15594821
937	27.13772101
938	27.08793333
939	27.02267519
940	27.00259408
941	26.97919445
942	26.9531472
943	26.94705361
944	26.94550398
945	26.91905134
946	26.90223932
947	26.8964366
948	26.87781277
949	26.87495815
950	26.84404971
951	26.83997031
952	26.80665725
953	26.74903987
954	26.74279319
955	26.71761941
956	26.67895026
957	26.67675605
958	26.65752667
959	26.64313002
960	26.61372175
961	26.57558371
962	26.56456358
963	26.56212732
964	26.53365079
965	26.4967625
966	26.48040569
967	26.45792865
968	26.39934229
969	26.38287748
970	26.34319654
971	26.33952417
972	26.29383027
973	26.28961711
974	26.28621994
975	26.27793757
976	26.23696546
977	26.23490499
978	26.18659511
979	26.17056408
980	26.12343861
981	26.06061492
982	26.0565785
983	26.05278399
984	26.0418163
985	26.04089468
986	26.00371975
987	25.95954983
988	25.95199446
989	25.92829796
990	25.92152368
991	25.89498878
992	25.86825047
993	25.8609325
994	25.81837248
995	25.77455206
996	25.74558537
997	25.74109129
998	25.71717693
999	25.66046004
